         2810209 function calls (2803916 primitive calls) in 158.976 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 imputation.py:4(<module>)
        1    0.000    0.000    0.000    0.000 imputation.py:64(Imputer)
        1    0.000    0.000    0.003    0.003 index_tricks.py:1(<module>)
        2    0.000    0.000    0.000    0.000 index_tricks.py:148(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:223(AxisConcatenator)
        2    0.000    0.000    0.000    0.000 index_tricks.py:231(_retval)
        3    0.000    0.000    0.000    0.000 index_tricks.py:242(__init__)
        2    0.000    0.000    0.000    0.000 index_tricks.py:251(__getitem__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:352(RClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:447(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:452(CClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:470(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:475(ndenumerate)
        1    0.000    0.000    0.000    0.000 index_tricks.py:525(ndindex)
        1    0.000    0.000    0.000    0.000 index_tricks.py:603(IndexExpression)
        2    0.000    0.000    0.000    0.000 index_tricks.py:647(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:87(nd_grid)
        1    0.000    0.000    0.000    0.000 info.py:148(<module>)
        1    0.000    0.000    0.000    0.000 info.py:184(<module>)
        1    0.000    0.000    0.000    0.000 info.py:34(<module>)
        1    0.000    0.000    0.000    0.000 info.py:83(<module>)
        1    0.000    0.000    0.000    0.000 info.py:84(<module>)
       10    0.000    0.000    0.001    0.000 inspect.py:1052(getfullargspec)
      661    0.000    0.000    0.000    0.000 inspect.py:158(isfunction)
      306    0.001    0.000    0.002    0.000 inspect.py:1750(_signature_bound_method)
      325    0.003    0.000    0.006    0.000 inspect.py:2065(_signature_from_function)
  631/325    0.002    0.000    0.011    0.000 inspect.py:2146(_signature_from_callable)
        1    0.000    0.000    0.000    0.000 inspect.py:2341(_void)
        1    0.000    0.000    0.000    0.000 inspect.py:2345(_empty)
        1    0.000    0.000    0.000    0.000 inspect.py:2349(_ParameterKind)
        1    0.000    0.000    0.000    0.000 inspect.py:2367(Parameter)
      948    0.001    0.000    0.001    0.000 inspect.py:2399(__init__)
     2134    0.000    0.000    0.000    0.000 inspect.py:2434(name)
     1089    0.000    0.000    0.000    0.000 inspect.py:2438(default)
       62    0.000    0.000    0.000    0.000 inspect.py:2442(annotation)
     3523    0.000    0.000    0.000    0.000 inspect.py:2446(kind)
        1    0.000    0.000    0.000    0.000 inspect.py:2504(BoundArguments)
        1    0.000    0.000    0.000    0.000 inspect.py:2636(Signature)
      631    0.002    0.000    0.003    0.000 inspect.py:2666(__init__)
        1    0.000    0.000    0.008    0.008 inspect.py:27(<module>)
     1273    0.000    0.000    0.001    0.000 inspect.py:2711(<genexpr>)
      315    0.000    0.000    0.011    0.000 inspect.py:2735(from_callable)
     1570    0.000    0.000    0.000    0.000 inspect.py:2741(parameters)
       10    0.000    0.000    0.000    0.000 inspect.py:2745(return_annotation)
      306    0.000    0.000    0.001    0.000 inspect.py:2749(replace)
      315    0.000    0.000    0.011    0.000 inspect.py:2987(signature)
      315    0.000    0.000    0.001    0.000 inspect.py:447(unwrap)
      315    0.000    0.000    0.000    0.000 inspect.py:467(_is_wrapper)
        3    0.000    0.000    0.000    0.000 inspect.py:72(isclass)
        1    0.000    0.000    0.000    0.000 inspect.py:854(EndOfBlock)
        1    0.000    0.000    0.000    0.000 inspect.py:856(BlockFinder)
        1    0.000    0.000    0.000    0.000 interface.py:41(<module>)
        1    0.000    0.000    0.000    0.000 interface.py:451(_CustomLinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:494(_SumLinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:519(_ProductLinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:53(LinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:545(_ScaledLinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:569(_PowerLinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:601(MatrixLinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:617(_AdjointMatrixOperator)
        1    0.000    0.000    0.000    0.000 interface.py:632(IdentityOperator)
        1    0.000    0.000    0.004    0.004 iterative.py:1(<module>)
        5    0.000    0.000    0.000    0.000 iterative.py:69(set_docstring)
        5    0.000    0.000    0.000    0.000 iterative.py:70(combine)
        1    0.000    0.000    0.000    0.000 kde.py:20(<module>)
        1    0.000    0.000    0.000    0.000 kde.py:24(KernelDensity)
        1    0.000    0.000    0.000    0.000 kde.py:4(<module>)
        1    0.000    0.000    0.000    0.000 kde.py:41(gaussian_kde)
        1    0.000    0.000    0.000    0.000 kdtree.py:176(KDTree)
        1    0.000    0.000    0.000    0.000 kdtree.py:240(node)
        1    0.000    0.000    0.000    0.000 kdtree.py:257(leafnode)
        1    0.000    0.000    0.000    0.000 kdtree.py:262(innernode)
        1    0.000    0.000    0.000    0.000 kdtree.py:3(<module>)
        1    0.000    0.000    0.000    0.000 kdtree.py:77(Rectangle)
        1    0.000    0.000    0.000    0.000 label.py:172(LabelBinarizer)
        1    0.000    0.000    0.000    0.000 label.py:56(LabelEncoder)
        1    0.000    0.000    0.000    0.000 label.py:636(MultiLabelBinarizer)
        1    0.000    0.000    0.000    0.000 label.py:9(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1741(Laguerre)
        1    0.000    0.000    0.000    0.000 laguerre.py:59(<module>)
        1    0.000    0.000    0.000    0.000 lambertw.py:1(<module>)
        1    0.000    0.000    0.010    0.010 lapack.py:346(<module>)
        1    0.000    0.000    0.000    0.000 lbfgsb.py:369(LbfgsInvHessProduct)
        1    0.000    0.000    0.000    0.000 lbfgsb.py:9(<module>)
        1    0.000    0.000    0.001    0.001 least_squares.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:1769(Legendre)
        1    0.000    0.000    0.000    0.000 legendre.py:83(<module>)
        1    0.000    0.000    0.000    0.000 lgmres.py:4(<module>)
        1    0.000    0.000    0.000    0.000 lil.py:19(lil_matrix)
        1    0.000    0.000    0.001    0.001 lil.py:2(<module>)
        1    0.000    0.000    0.001    0.001 linalg.py:10(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:43(LinAlgError)
        1    0.000    0.000    0.000    0.000 linalg.py:76(_determine_error_states)
        1    0.000    0.000    0.000    0.000 linalg_version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linear_assignment_.py:5(<module>)
        1    0.000    0.000    0.000    0.000 linear_assignment_.py:65(_HungarianState)
        1    0.000    0.000    0.001    0.001 linecache.py:6(<module>)
        1    0.000    0.000    0.000    0.000 linesearch.py:13(<module>)
        1    0.000    0.000    0.000    0.000 linesearch.py:26(LineSearchWarning)
        1    0.000    0.000    0.001    0.001 linsolve.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linsolve.py:24(MatrixRankWarning)
        1    0.000    0.000    0.001    0.001 loader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:23(_FailedTest)
        1    0.000    0.000    0.000    0.000 loader.py:66(TestLoader)
        1    0.000    0.000    0.000    0.000 loader.py:76(__init__)
        1    0.000    0.000    0.000    0.000 lobpcg.py:11(<module>)
     1472    0.004    0.000    0.007    0.000 logger.py:23(_squeeze_time)
     1472    0.024    0.000    0.031    0.000 logger.py:39(short_format_time)
        1    0.000    0.000    0.000    0.000 logger.py:5(<module>)
        1    0.000    0.000    0.000    0.000 logger.py:63(Logger)
        1    0.000    0.000    0.000    0.000 logger.py:92(PrintTime)
        1    0.000    0.000    0.000    0.000 lsmr.py:17(<module>)
        1    0.000    0.000    0.001    0.001 lsq_linear.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lsqr.py:50(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:37(LZMAFile)
        1    0.000    0.000    0.001    0.001 lzma.py:9(<module>)
        2    0.005    0.003    0.014    0.007 machar.py:116(_do_init)
        1    0.000    0.000    0.000    0.000 machar.py:17(MachAr)
        1    0.000    0.000    0.000    0.000 machar.py:7(<module>)
        2    0.000    0.000    0.014    0.007 machar.py:98(__init__)
        1    0.000    0.000    0.004    0.004 main.py:1(<module>)
        1    0.000    0.000    0.000    0.000 main.py:48(TestProgram)
        1    0.000    0.000    0.000    0.000 matfuncs.py:180(MatrixPowerOperator)
        1    0.000    0.000    0.000    0.000 matfuncs.py:216(ProductOperator)
        1    0.000    0.000    0.000    0.000 matfuncs.py:3(<module>)
        1    0.000    0.000    0.000    0.000 matfuncs.py:346(_ExpmPadeHelper)
        1    0.000    0.000    0.001    0.001 matfuncs.py:5(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:20(memmap)
        1    0.000    0.000    0.000    0.000 memory.py:144(MemorizedResult)
        1    0.000    0.000    0.000    0.000 memory.py:225(NotMemorizedResult)
        1    0.000    0.000    0.000    0.000 memory.py:267(NotMemorizedFunc)
        1    0.000    0.000    0.000    0.000 memory.py:305(MemorizedFunc)
        1    0.000    0.000    0.012    0.012 memory.py:5(<module>)
        1    0.000    0.000    0.000    0.000 memory.py:69(JobLibCollisionWarning)
        1    0.000    0.000    0.000    0.000 memory.py:783(Memory)
        1    0.000    0.000    0.002    0.002 minpack.py:1(<module>)
        1    0.000    0.000    0.000    0.000 minres.py:1(<module>)
        1    0.000    0.000    0.068    0.068 mio.py:3(<module>)
        1    0.000    0.000    0.012    0.012 mio4.py:2(<module>)
        1    0.000    0.000    0.000    0.000 mio4.py:303(MatFile4Reader)
        1    0.000    0.000    0.000    0.000 mio4.py:448(VarWriter4)
        1    0.000    0.000    0.000    0.000 mio4.py:586(MatFile4Writer)
        1    0.000    0.000    0.000    0.000 mio4.py:80(VarHeader4)
        1    0.000    0.000    0.000    0.000 mio4.py:98(VarReader4)
        1    0.000    0.000    0.000    0.000 mio5.py:110(MatFile5Reader)
        1    0.000    0.000    0.000    0.000 mio5.py:403(EmptyStructMarker)
        1    0.000    0.000    0.000    0.000 mio5.py:462(VarWriter5)
        1    0.000    0.000    0.000    0.000 mio5.py:765(MatFile5Writer)
        1    0.000    0.000    0.004    0.004 mio5.py:8(<module>)
        2    0.000    0.000    0.001    0.000 mio5_params.py:168(_convert_codecs)
        1    0.000    0.000    0.000    0.000 mio5_params.py:209(mat_struct)
        1    0.000    0.000    0.000    0.000 mio5_params.py:219(MatlabObject)
        1    0.000    0.000    0.000    0.000 mio5_params.py:236(MatlabFunction)
        1    0.000    0.000    0.000    0.000 mio5_params.py:243(MatlabOpaque)
        1    0.000    0.000    0.001    0.001 mio5_params.py:6(<module>)
        4    0.000    0.000    0.000    0.000 miobase.py:138(convert_dtypes)
        1    0.000    0.000    0.000    0.000 miobase.py:27(MatReadError)
        1    0.000    0.000    0.000    0.000 miobase.py:31(MatWriteError)
        1    0.000    0.000    0.000    0.000 miobase.py:321(MatVarReader)
        1    0.000    0.000    0.000    0.000 miobase.py:335(MatFileReader)
        1    0.000    0.000    0.000    0.000 miobase.py:35(MatReadWarning)
        1    0.000    0.000    0.051    0.051 miobase.py:7(<module>)
        1    0.000    0.000    0.011    0.011 misc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mmio.py:106(MMFile)
        1    0.000    0.000    0.000    0.000 mmio.py:5(<module>)
        1    0.000    0.000    0.003    0.003 morestats.py:5(<module>)
        1    0.000    0.000    0.000    0.000 mstats.py:94(<module>)
        1    0.000    0.000    0.005    0.005 mstats_basic.py:4(<module>)
        1    0.000    0.000    0.000    0.000 mstats_extras.py:4(<module>)
     4416    0.020    0.000    0.039    0.000 multiclass.py:114(is_multilabel)
     1472    0.004    0.000    0.178    0.000 multiclass.py:159(check_classification_targets)
     4416    0.129    0.000    0.491    0.000 multiclass.py:177(type_of_target)
        1    0.000    0.000    0.000    0.000 multiclass.py:9(<module>)
        1    0.000    0.000    0.000    0.000 my_exceptions.py:12(JoblibException)
        1    0.000    0.000    0.001    0.001 my_exceptions.py:3(<module>)
        1    0.000    0.000    0.000    0.000 my_exceptions.py:40(TransportableException)
       47    0.001    0.000    0.001    0.000 my_exceptions.py:56(_mk_exception)
        1    0.000    0.000    0.001    0.001 my_exceptions.py:84(_mk_common_exceptions)
      150    0.000    0.000    0.000    0.000 my_exceptions.py:89(<lambda>)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:19(<module>)
        1    0.000    0.000    0.000    0.000 nearest_centroid.py:22(NearestCentroid)
        1    0.000    0.000    0.000    0.000 nearest_centroid.py:4(<module>)
        1    0.000    0.000    0.001    0.001 netcdf.py:18(<module>)
        1    0.000    0.000    0.000    0.000 netcdf.py:779(netcdf_variable)
        1    0.000    0.000    0.000    0.000 netcdf.py:86(netcdf_file)
        1    0.000    0.000    0.000    0.000 nnls.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nonlin.py:1002(BroydenSecond)
        1    0.000    0.000    0.000    0.000 nonlin.py:1046(Anderson)
        1    0.000    0.000    0.001    0.001 nonlin.py:106(<module>)
        1    0.000    0.000    0.000    0.000 nonlin.py:1182(DiagBroyden)
        1    0.000    0.000    0.000    0.000 nonlin.py:1229(LinearMixing)
        1    0.000    0.000    0.000    0.000 nonlin.py:1269(ExcitingMixing)
        1    0.000    0.000    0.000    0.000 nonlin.py:1327(KrylovJacobian)
        1    0.000    0.000    0.000    0.000 nonlin.py:134(NoConvergence)
        7    0.000    0.000    0.001    0.000 nonlin.py:1491(_nonlin_wrapper)
        7    0.000    0.000    0.000    0.000 nonlin.py:1502(<listcomp>)
        7    0.000    0.000    0.000    0.000 nonlin.py:1505(<listcomp>)
        8    0.000    0.000    0.000    0.000 nonlin.py:218(_set_doc)
        1    0.000    0.000    0.000    0.000 nonlin.py:414(TerminationCondition)
        1    0.000    0.000    0.000    0.000 nonlin.py:481(Jacobian)
        1    0.000    0.000    0.000    0.000 nonlin.py:549(InverseJacobian)
        1    0.000    0.000    0.000    0.000 nonlin.py:664(GenericBroyden)
        1    0.000    0.000    0.000    0.000 nonlin.py:690(LowRankMatrix)
        1    0.000    0.000    0.000    0.000 nonlin.py:909(BroydenFirst)
        1    0.000    0.000    0.000    0.000 nosetester.py:128(NoseTester)
       49    0.000    0.000    0.000    0.000 nosetester.py:180(__init__)
        1    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
        1    0.000    0.000    0.002    0.002 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npyio.py:40(BagObj)
        1    0.000    0.000    0.000    0.000 npyio.py:95(NpzFile)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 numbers.py:6(<module>)
        1    0.000    0.000    0.004    0.004 numeric.py:1(<module>)
       10    0.000    0.000    0.000    0.000 numeric.py:141(ones)
        2    0.000    0.000    0.000    0.000 numeric.py:1773(set_string_function)
        3    0.000    0.000    0.000    0.000 numeric.py:1966(isscalar)
        1    0.000    0.000    0.000    0.000 numeric.py:2212(allclose)
        1    0.000    0.000    0.000    0.000 numeric.py:2276(isclose)
        1    0.000    0.000    0.000    0.000 numeric.py:2335(within_tol)
     2954    0.028    0.000    0.066    0.000 numeric.py:2473(seterr)
     2954    0.023    0.000    0.024    0.000 numeric.py:2573(geterr)
        1    0.000    0.000    0.000    0.000 numeric.py:2793(_unspecified)
        1    0.000    0.000    0.000    0.000 numeric.py:2797(errstate)
     1477    0.008    0.000    0.009    0.000 numeric.py:2860(__init__)
     1477    0.007    0.000    0.048    0.000 numeric.py:2864(__enter__)
     1477    0.007    0.000    0.032    0.000 numeric.py:2869(__exit__)
        1    0.000    0.000    0.000    0.000 numeric.py:2875(_setdef)
        3    0.000    0.000    0.000    0.000 numeric.py:358(extend_all)
        1    0.000    0.000    0.000    0.000 numeric.py:365(<listcomp>)
    17708    0.038    0.000    0.087    0.000 numeric.py:406(asarray)
    55034    0.105    0.000    0.169    0.000 numeric.py:476(asanyarray)
        1    0.000    0.000    0.000    0.000 numeric.py:50(ComplexWarning)
        1    0.000    0.000    0.000    0.000 numeric.py:791(flatnonzero)
        3    0.000    0.000    0.000    0.000 numerictypes.py:1015(<listcomp>)
        3    0.000    0.000    0.000    0.000 numerictypes.py:1016(<listcomp>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:120(<listcomp>)
       72    0.000    0.000    0.000    0.000 numerictypes.py:127(english_lower)
       40    0.000    0.000    0.000    0.000 numerictypes.py:154(english_upper)
       14    0.000    0.000    0.000    0.000 numerictypes.py:181(english_capitalize)
       23    0.000    0.000    0.000    0.000 numerictypes.py:216(_evalname)
       26    0.000    0.000    0.000    0.000 numerictypes.py:229(bitname)
        1    0.000    0.000    0.000    0.000 numerictypes.py:285(_add_types)
        1    0.000    0.000    0.000    0.000 numerictypes.py:301(_add_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:338(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:379(_set_up_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:428(_construct_char_code_lookup)
       30    0.000    0.000    0.000    0.000 numerictypes.py:443(_add_array_type)
        1    0.000    0.000    0.000    0.000 numerictypes.py:451(_set_array_types)
        3    0.000    0.000    0.000    0.000 numerictypes.py:603(obj2sctype)
        1    0.000    0.000    0.000    0.000 numerictypes.py:765(_typedict)
        1    0.000    0.000    0.000    0.000 numerictypes.py:774(__getitem__)
        1    0.000    0.000    0.000    0.000 numerictypes.py:781(_construct_lookups)
        1    0.000    0.000    0.002    0.002 numerictypes.py:82(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:860(<lambda>)
        6    0.000    0.000    0.000    0.000 numerictypes.py:942(_can_coerce_all)
        1    0.000    0.000    0.000    0.000 numerictypes.py:957(_register_types)
        3    0.000    0.000    0.000    0.000 numerictypes.py:964(find_common_type)
        1    0.000    0.000    0.000    0.000 numpy_pickle.py:113(NDArrayWrapper)
        1    0.000    0.000    0.000    0.000 numpy_pickle.py:153(ZNDArrayWrapper)
        1    0.000    0.000    0.000    0.000 numpy_pickle.py:190(NumpyPickler)
        1    0.000    0.000    0.000    0.000 numpy_pickle.py:23(asbytes)
        1    0.000    0.000    0.000    0.000 numpy_pickle.py:288(NumpyUnpickler)
        1    0.000    0.000    0.000    0.000 numpy_pickle.py:3(<module>)
        1    0.000    0.000    0.000    0.000 numpy_pickle.py:33(hex_str)
        1    0.000    0.000    0.000    0.000 numpy_pickle.py:332(ZipNumpyUnpickler)
        1    0.000    0.000    0.000    0.000 odepack.py:10(ODEintWarning)
        1    0.000    0.000    0.000    0.000 odepack.py:2(<module>)
      114    0.000    0.000    0.000    0.000 opcode.py:41(def_op)
       11    0.000    0.000    0.000    0.000 opcode.py:45(name_op)
        7    0.000    0.000    0.000    0.000 opcode.py:49(jrel_op)
        1    0.000    0.000    0.000    0.000 opcode.py:5(<module>)
        6    0.000    0.000    0.000    0.000 opcode.py:53(jabs_op)
        1    0.000    0.000    0.000    0.000 optimize.py:130(OptimizeWarning)
        1    0.000    0.000    0.000    0.000 optimize.py:1699(Brent)
        1    0.000    0.000    0.001    0.001 optimize.py:17(<module>)
        1    0.000    0.000    0.000    0.000 optimize.py:53(MemoizeJac)
        1    0.000    0.000    0.000    0.000 optimize.py:680(_LineSearchError)
        1    0.000    0.000    0.000    0.000 optimize.py:75(OptimizeResult)
        1    0.000    0.000    0.000    0.000 orthogonal.py:126(orthopoly1d)
        1    0.000    0.000    0.035    0.035 orthogonal.py:90(<module>)
      124    0.000    0.000    0.000    0.000 os.py:678(__getitem__)
       60    0.000    0.000    0.000    0.000 os.py:686(__setitem__)
       60    0.000    0.000    0.000    0.000 os.py:692(__delitem__)
      180    0.000    0.000    0.000    0.000 os.py:701(__iter__)
        1    0.000    0.000    0.000    0.000 os.py:713(copy)
      304    0.000    0.000    0.000    0.000 os.py:754(encode)
      236    0.000    0.000    0.000    0.000 os.py:758(decode)
        1    0.000    0.000    0.001    0.001 pairwise.py:12(<module>)
        1    0.000    0.000    0.000    0.000 parallel.py:111(WorkerInterrupt)
        1    0.000    0.000    0.000    0.000 parallel.py:119(SafeFunction)
    11776    0.010    0.000    0.010    0.000 parallel.py:125(__init__)
    11776    0.084    0.000    0.509    0.000 parallel.py:144(delayed)
    11776    0.007    0.000    0.007    0.000 parallel.py:160(delayed_function)
        1    0.000    0.000    0.000    0.000 parallel.py:170(ImmediateComputeBatch)
        1    0.000    0.000    0.000    0.000 parallel.py:187(BatchCompletionCallBack)
    11776    0.017    0.000    0.017    0.000 parallel.py:198(__init__)
        1    0.000    0.000    0.000    0.000 parallel.py:228(Parallel)
        1    0.000    0.000    0.005    0.005 parallel.py:3(<module>)
     1472    0.026    0.000    0.063    0.000 parallel.py:416(__init__)
     1472    0.003    0.000    0.003    0.000 parallel.py:471(_effective_n_jobs)
     1472    0.013    0.000    7.410    0.005 parallel.py:483(_initialize_pool)
     1472    0.143    0.000  136.046    0.092 parallel.py:546(_terminate_pool)
    11776    0.150    0.000    0.848    0.000 parallel.py:554(_dispatch)
    13248    0.126    0.000    1.747    0.000 parallel.py:596(dispatch_one_batch)
        1    0.000    0.000    0.000    0.000 parallel.py:64(BatchedCalls)
     1472    0.002    0.000    0.002    0.000 parallel.py:661(_print)
    13248    0.077    0.000    0.765    0.000 parallel.py:67(__init__)
     1472    0.141    0.000    8.722    0.006 parallel.py:714(retrieve)
    36800    0.020    0.000    0.020    0.000 parallel.py:74(__len__)
     1472    0.095    0.000  154.200    0.105 parallel.py:759(__call__)
     1472    0.005    0.000    0.019    0.000 parallel.py:81(cpu_count)
        1    0.000    0.000    0.000    0.000 parse.py:117(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:125(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:133(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 parse.py:165(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:195(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:237(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:245(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:250(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:256(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:264(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:269(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:275(_fix_result_transcoding)
        1    0.000    0.000    0.001    0.001 parse.py:28(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:648(Quoter)
        1    0.000    0.000    0.000    0.000 pickle.py:180(<listcomp>)
        1    0.000    0.000    0.000    0.000 pickle.py:183(_Framer)
        1    0.000    0.000    0.000    0.000 pickle.py:219(_Unframer)
        1    0.000    0.000    0.002    0.002 pickle.py:24(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:344(_Pickler)
        1    0.000    0.000    0.000    0.000 pickle.py:63(PickleError)
        1    0.000    0.000    0.000    0.000 pickle.py:67(PicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:74(UnpicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:87(_Stop)
        1    0.000    0.000    0.000    0.000 pickle.py:975(_Unpickler)
        1    0.000    0.000    0.004    0.004 pilutil.py:7(<module>)
        1    0.000    0.000    0.005    0.005 platform.py:10(<module>)
        4    0.000    0.000    0.000    0.000 polynomial.py:1044(__init__)
        1    0.000    0.000    0.000    0.000 polynomial.py:1493(Polynomial)
        1    0.000    0.000    0.000    0.000 polynomial.py:22(RankWarning)
        1    0.000    0.000    0.002    0.002 polynomial.py:4(<module>)
        1    0.000    0.000    0.001    0.001 polynomial.py:55(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:939(poly1d)
        1    0.000    0.000    0.000    0.000 polyutils.py:45(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:58(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:62(PolyError)
        1    0.000    0.000    0.000    0.000 polyutils.py:66(PolyDomainError)
        1    0.000    0.000    0.000    0.000 polyutils.py:79(PolyBase)
        1    0.000    0.000    0.001    0.001 pool.py:10(<module>)
        1    0.000    0.000    0.000    0.000 pool.py:11(<module>)
        1    0.000    0.000    0.000    0.000 pool.py:138(Pool)
     1472    0.129    0.000    7.388    0.005 pool.py:147(__init__)
        1    0.000    0.000    0.000    0.000 pool.py:169(ArrayMemmapReducer)
     1472    0.286    0.000    4.970    0.003 pool.py:219(_repopulate_pool)
        1    0.000    0.000    0.000    0.000 pool.py:264(CustomizablePickler)
        1    0.000    0.000    0.000    0.000 pool.py:313(CustomizablePicklingQueue)
    11776    0.069    0.000    0.608    0.000 pool.py:316(apply_async)
        1    0.000    0.000    0.000    0.000 pool.py:390(PicklingPool)
        1    0.000    0.000    0.000    0.000 pool.py:439(MemmapingPool)
     1472    0.008    0.000    0.010    0.000 pool.py:495(close)
     1472    0.010    0.000  135.840    0.092 pool.py:501(terminate)
     1472    0.061    0.000  135.801    0.092 pool.py:525(_terminate_pool)
        1    0.000    0.000    0.000    0.000 pool.py:53(RemoteTraceback)
        1    0.000    0.000    0.000    0.000 pool.py:581(ApplyResult)
    11776    0.071    0.000    0.262    0.000 pool.py:583(__init__)
        1    0.000    0.000    0.000    0.000 pool.py:59(ExceptionWithTraceback)
    11776    0.021    0.000    0.027    0.000 pool.py:591(ready)
    11776    0.024    0.000    8.479    0.001 pool.py:598(wait)
    11776    0.039    0.000    8.545    0.001 pool.py:601(get)
        1    0.000    0.000    0.000    0.000 pool.py:625(MapResult)
        1    0.000    0.000    0.000    0.000 pool.py:662(IMapIterator)
        1    0.000    0.000    0.000    0.000 pool.py:726(IMapUnorderedIterator)
        1    0.000    0.000    0.000    0.000 pool.py:740(ThreadPool)
    11776    0.242    0.000    1.310    0.000 pool.py:743(Process)
     1472    0.006    0.000    7.394    0.005 pool.py:748(__init__)
     1472    0.012    0.000    0.138    0.000 pool.py:751(_setup_queues)
     1472    0.022    0.000    0.144    0.000 pool.py:757(_help_stuff_finish)
        1    0.000    0.000    0.000    0.000 pool.py:76(MaybeEncodingError)
       10    0.000    0.000    0.000    0.000 posixpath.py:115(splitext)
       10    0.000    0.000    0.000    0.000 posixpath.py:136(basename)
       49    0.000    0.000    0.000    0.000 posixpath.py:145(dirname)
        1    0.000    0.000    0.000    0.000 posixpath.py:318(normpath)
        1    0.000    0.000    0.000    0.000 posixpath.py:355(abspath)
       60    0.000    0.000    0.000    0.000 posixpath.py:39(_get_sep)
       11    0.000    0.000    0.000    0.000 posixpath.py:50(normcase)
        1    0.000    0.000    0.000    0.000 posixpath.py:61(isabs)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:72(_safe_key)
        1    0.000    0.000    0.000    0.000 pprint.py:98(PrettyPrinter)
        1    0.002    0.002  158.674  158.674 practica1.py:14(main)
        1    0.000    0.000  158.980  158.980 practica1.py:3(<module>)
        1    0.000    0.000    0.000    0.000 process.py:10(<module>)
       10    0.000    0.000    0.000    0.000 process.py:137(name)
        1    0.000    0.000    0.000    0.000 process.py:282(AuthenticationString)
        1    0.000    0.000    0.000    0.000 process.py:296(_MainProcess)
        1    0.000    0.000    0.000    0.000 process.py:298(__init__)
       11    0.000    0.000    0.000    0.000 process.py:35(current_process)
